ID,V1,V2,V3,V4
592,-9.5829,0.081882,-1.6001,9.4044
593,7.2672,-2.2431,2.9856,-0.409
594,8.6929,-3.9668,0.01727,1.3989
595,7.1327,-1.1828,0.29961,-0.31475
596,-1.579,-0.028031,-0.11783,8.03
597,7.6955,-1.0767,4.2478,-2.7696
598,8.1818,-5.0323,-5.4808,0.27818
599,-0.60434,1.3776,-2.899,2.6045
600,0.084731,0.45688,-1.005,-0.2462
601,-6.9322,-1.2991,1.04,8.2888
602,3.0604,-2.834,-0.49281,-1.8356
603,7.1782,0.40128,3.7758,-1.5195
604,0.17164,0.36119,0.7049,-1.7859
605,-6.8639,-0.2401,2.0051,8.132
606,7.9294,-3.2646,-6.1536,0.61663
607,-0.38706,0.62627,-0.3481,-0.47841
608,4.0288,-3.8957,-3.9594,-0.35845
609,-2.0404,-0.061652,2.1319,2.5574
610,8.5564,-1.5474,5.1213,-3.3917
611,0.79449,-0.46768,-1.0555,-1.6968
612,3.8922,-4.0069,1.2309,-4.8277
613,0.46962,0.91593,4.0972,1.6671
614,2.5348,-1.2629,-0.75793,-3.0464
615,6.6485,-6.5206,-5.119,-0.049987
616,10.189,-4.1827,4.0962,-3.9323
617,-12.7096,-2.825,-3.793,12.7957
618,3.1928,-3.1832,-0.3489,-3.4054
619,-4.7739,-1.8668,1.9476,8.527
620,-2.1253,0.45171,-2.1979,1.7151
621,0.17992,0.97282,-2.6286,1.7956
622,-5.8396,-0.85302,2.2123,7.7687
623,-2.4584,1.0323,4.0552,2.2806
624,11.6893,-3.2763,-1.9177,2.5454
625,-0.080811,-0.3707,-1.7549,-0.75774
626,-0.44294,1.3763,5.7403,0.38015
627,7.3107,-1.8784,2.8209,-0.81857
628,4.5461,0.22541,1.3114,2.2935
629,9.7793,-3.5323,3.7767,-3.9075
630,-0.10564,1.1358,-2.3629,1.9336
631,2.481,-0.89828,-0.59587,-2.8673
632,-4.1635,-0.078462,3.482,3.5008
633,3.2218,-2.8457,0.11592,-3.4302
634,0.36615,0.48403,0.74054,2.1992
635,-5.79,0.046968,-2.565,6.0122
636,1.7339,0.96765,3.8999,1.6011
637,-3.3772,1.5043,-0.69879,4.1211
638,-1.4403,0.16076,-2.3797,1.1273
639,3.23,-2.5819,-1.979,-1.3575
640,3.1659,-2.7151,-2.3211,-1.0002
641,10.2677,-5.8638,-1.3,-2.953
642,8.6412,-1.3043,0.93611,-1.6351
643,-0.48432,1.7435,-2.0891,1.704
644,1.1028,0.59395,1.0194,-2.3
645,3.5611,-4.4103,0.0096613,-4.407
646,9.0095,-3.3371,2.8523,-3.761
647,-0.031148,1.1151,5.1321,0.32616
648,8.6495,-1.8112,1.1166,-0.96252
649,9.1771,-0.73535,1.5356,-2.2718
650,-3.7972,-0.2957,0.9297,4.6429
651,-3.7724,1.5754,0.74428,1.6131
652,1.4815,0.95343,4.2475,-0.48355
653,5.2807,0.075416,5.7353,-2.2598
654,3.6025,-2.8948,-2.4365,-1.4166
655,2.7644,-2.8573,-2.4621,-0.62578
656,-5.8024,-0.3901,-5.0477,11.244
657,-2.7067,0.86291,3.9899,2.3946
658,-1.4238,0.66119,-1.1667,2.9241
659,6.2264,-1.4466,3.2422,0.12224
660,-13.678,-2.6181,-3.6961,17.5795
661,0.49238,1.8276,4.1373,1.093
662,6.6257,-6.8607,-5.2406,-0.19908
663,3.2776,-3.1457,-2.7723,-0.9351
664,-10.0713,-1.9948,-2.9098,8.4156
665,-6.6073,0.31593,-1.5877,5.8022
666,0.13026,-0.35389,-0.77688,-0.031137
667,0.99935,-0.70044,-1.9881,-0.28562
668,3.6066,-1.5966,1.4501,-4.0557
669,-7.1081,0.31335,-1.4106,5.6454
670,-12.5855,-1.4983,-4.5531,15.4417
671,-4.4449,0.49826,-0.71494,2.2241
672,1.8478,0.42843,2.0153,3.1375
673,-7.8634,-1.8978,-4.2887,11.8387
674,6.9175,0.48403,2.8561,-0.79372
675,-9.3491,-0.28018,-2.5961,9.7942
676,-4.4677,-0.1095,3.9922,3.7304
677,-7.2509,0.36895,-1.1005,6.0139
678,6.9009,-2.7125,1.0235,-2.0062
679,3.9129,-3.8672,1.164,-4.5544
680,0.17371,0.48921,0.30081,-1.7542
681,-3.7972,-0.2957,0.9297,4.6429
682,5.6263,0.19309,4.6014,-2.1235
683,-0.16565,0.51248,4.052,0.45383
684,7.2362,-7.5642,-5.4414,0.10938
685,2.7955,-1.5668,-0.98193,-1.2341
686,8.1115,-1.4724,4.8451,-2.9512
687,1.736,-1.1582,-0.7351,-1.4938
688,7.8694,-3.7883,0.17346,0.26876
689,-6.539,-0.48967,-3.6012,10.5234
690,6.4664,0.228,2.4196,-0.75688
691,3.3604,0.26809,2.5559,2.0321
692,2.9507,0.5461,3.4465,1.0271
693,7.0499,0.41809,2.7213,-0.58808
694,-7.2571,0.9211,-2.2918,7.9597
695,10.8429,-2.9362,-1.5768,2.5462
696,1.438,-1.2862,-2.3277,-0.82114
697,3.0148,-0.147,1.6426,0.22849
698,0.20682,-0.3707,-1.9555,1.2473
699,-0.23601,0.76334,-0.51003,0.020273
700,6.8865,-0.67587,0.39559,1.0588
701,0.0081678,-0.53104,0.85574,6.6042
702,5.4959,-0.50648,4.9264,-2.4774
703,1.8954,-2.4409,-3.551,0.1865
704,-9.4712,-0.60216,-2.9138,9.7668
705,12.7301,-7.6418,-2.4604,0.91738
706,10.9257,-4.1802,4.1195,-3.8929
707,4.873,-5.8741,1.2572,-5.2861
708,-6.179,-1.0741,-4.7331,11.388
709,0.12405,0.14654,0.3434,-0.28733
710,-4.4863,0.50731,-0.89809,2.2009
711,6.0298,-0.065531,3.9262,-2.0156
712,-0.091158,0.50214,-0.61442,-0.31818
713,8.8709,-0.75604,1.9105,-2.3386
714,6.5905,-0.44182,0.88444,0.55837
715,-8.8132,-0.21682,-1.8076,8.7086
716,5.5269,-0.47156,0.49665,1.7785
717,3.8094,-4.0909,1.1644,-4.9408
718,0.3765,-0.82458,-1.9423,-1.2898
719,-4.8153,0.003003,2.6463,6.3549
720,-3.7972,-0.12501,3.583,3.4391
721,10.6567,-5.0646,4.0102,-4.1388
722,6.7975,0.44912,2.6946,-0.40301
723,-4.0952,1.0698,3.3756,4.367
724,8.7778,-0.80647,1.2247,-2.2135
725,-0.010456,-0.53104,-1.7015,-0.99337
726,8.366,-3.8155,0.0071249,0.50781
727,-0.097365,0.061192,-2.6864,0.61663
728,-8.6476,-0.66682,-1.8439,7.6796
729,3.0024,-3.4457,-0.89569,-3.6067
730,2.4541,-0.17027,1.0607,2.5188
731,2.2492,-0.037083,2.9499,1.3458
732,3.3335,0.60429,4.1736,-1.4244
733,-3.104,0.78532,4.364,2.3757
734,7.0541,-6.959,-4.8861,-0.17252
735,0.82346,1.4202,2.0193,4.6369
736,4.9165,-5.3207,-4.2333,-0.49212
737,-8.6849,0.94049,-1.9409,9.155
738,2.6527,-0.65647,-0.30432,-2.7756
739,5.5394,-0.40432,0.4339,2.033
740,-6.4335,-0.89828,1.7747,8.15
741,6.1291,0.55257,1.8373,0.84027
742,6.9878,-7.5887,-6.7387,0.67833
743,6.874,-0.6694,-0.11996,0.91995
744,-3.6276,0.27714,4.5645,2.8684
745,9.4358,-1.859,0.21084,-0.094543
746,8.306,-3.2724,2.093,0.022844
747,-2.8847,-0.15734,3.7818,2.2558
748,-9.0884,-0.10432,-1.8391,9.2416
749,7.4017,-2.5302,2.7391,0.071684
750,7.6335,-0.37458,4.6499,-1.9427
751,8.3681,-1.6509,1.0652,-1.4004
752,9.4317,-1.6728,0.92703,-0.66263
753,-4.7429,0.11162,-2.2617,6.3489
754,6.665,-7.0107,-6.2815,0.52581
755,10.2035,-5.6038,-1.2528,2.1787
756,0.83381,-0.56984,1.143,5.4552
757,8.5233,-0.91639,-4.2859,3.1392
758,0.66206,1.8922,3.4359,2.1041
759,-5.0967,0.17498,-1.5322,6.6779
760,10.1373,-5.4707,-2.6479,-1.331
761,-2.3549,0.48274,3.9529,2.3792
762,3.3004,-1.444,-4.9447,1.063
763,1.9223,0.89136,-1.5075,7.1466
764,7.081,0.22283,3.3004,-1.3258
765,1.7836,0.61334,3.2718,2.1161
766,9.411,-4.8629,-0.96511,1.7305
767,-4.8298,-0.25174,4.65,3.4553
768,8.6164,-4.3289,-0.69572,1.8419
769,10.0669,-4.1284,0.32444,-1.1982
770,2.7355,-0.1832,2.1881,1.3278
771,10.9278,-5.0284,3.82,-4.0112
772,10.8264,-3.4198,-2.0897,2.3603
773,10.727,-5.6504,-1.1193,2.0938
774,-5.1671,0.052141,-0.539,3.4399
775,0.72,0.64438,3.5251,1.6928
776,-2.8061,0.67412,4.2134,2.0116
777,9.5331,-2.7746,2.4235,-3.0789
778,9.293,-1.9638,-0.0068919,-0.41243
779,8.6329,-1.3082,2.565,-2.9941
780,7.4907,-1.7414,2.3718,0.015989
781,9.8869,-3.7483,4.4338,-4.6795
782,-2.9178,0.22283,3.0934,2.2232
783,9.262,-1.872,1.9818,-3.521
784,10.9795,-4.4039,2.7831,-3.557
785,-4.5753,0.21507,2.4226,5.947
786,1.5663,0.78403,-1.3931,7.5382
787,-0.099435,0.48662,-2.2625,2.8127
788,-1.1817,0.7336,-0.17296,1.3818
789,7.7597,-1.2216,4.8278,-2.4491
790,2.1085,1.6543,4.7432,0.1368
791,3.8425,-4.1323,0.96708,-4.9314
792,9.1751,-6.0422,-5.873,-0.27448
793,9.5413,-4.003,3.106,-4.2536
794,-6.8453,2.1353,-2.5701,8.9999
795,10.547,-4.0327,0.89606,-1.4175
796,3.8384,-1.2138,-2.0529,-0.79544
797,-9.2498,-0.50001,-2.4349,8.9922
798,3.1328,-2.9388,-0.8471,-3.0112
799,-7.9234,0.74394,-0.55355,6.7156
800,2.4106,1.6245,4.9342,-0.17594
801,-4.0062,0.91722,0.0031201,1.7956
802,6.6299,0.86937,3.245,-0.63435
803,3.7432,-1.2953,-2.41,-0.40215
804,5.2683,-0.52716,5.3063,-2.8904
805,9.1937,-1.872,0.5734,-0.9094
806,2.1375,-1.3974,-1.2792,-0.47584
807,-7.0315,0.61334,-2.234,7.4936
808,0.31028,1.4189,-1.8483,0.77344
809,-7.3047,-0.59053,-2.4824,6.839
810,-4.0766,0.31981,4.6054,2.7587
811,10.0007,-3.1095,2.8672,-3.2049
812,11.174,-4.7401,4.0446,-4.3582
813,-0.49881,1.1189,5.1129,0.62863
814,0.33511,2.1625,3.9772,2.2566
815,11.3602,-7.0495,-0.78289,-0.37644
816,3.8012,-3.7483,1.5514,-4.9143
817,-4.3063,0.18274,3.3577,6.0241
818,9.2185,-4.8448,0.27451,-3.2863
819,-3.1082,0.52024,3.8244,2.4537
820,-0.30636,1.3763,-2.2804,1.3347
821,3.3128,-2.8974,-2.2501,-0.88369
822,1.2435,0.90429,2.0421,4.2171
823,4.7054,0.081882,1.594,1.3758
824,12.3783,-7.5836,-2.341,0.70403
825,4.0308,-3.9125,1.2279,-4.6435
826,6.1415,0.56938,2.0139,0.37929
827,-0.50501,0.53705,-3.3458,2.6328
828,-3.7083,0.41291,3.2403,5.2804
829,-3.7414,-0.63578,1.1432,5.5777
830,-5.4982,-2.8715,0.7057,8.3368
831,6.5678,-6.6797,-5.9034,0.67661
832,-10.5245,-0.5026,-1.48,9.9176
833,1.1483,2.0862,3.3951,2.1401
834,-0.32706,0.6017,-3.3604,2.1324
835,6.8016,-7.5344,-6.5773,0.85483
836,3.4225,-1.7116,0.98296,-3.9692
837,10.6939,-2.9026,-1.3612,1.7022
838,-0.32912,0.23317,-0.74324,-0.42785
839,2.4768,-0.040962,2.0962,1.9379
840,-7.1164,0.16723,-1.6988,5.7902
841,8.8109,-0.92285,3.4776,-3.1886
842,1.8188,-0.56725,-0.10234,-2.2169
843,2.6755,0.71679,4.0296,0.80685
844,-0.097365,1.0426,-0.53072,-0.21793
845,0.89589,0.65472,1.5631,-1.9702
846,-9.0408,-0.86983,-2.4554,8.862
847,0.7097,-0.4444,0.3798,0.7572
848,8.9599,-1.0379,2.9742,-2.9024
849,3.0914,-2.6711,-2.2482,-2.3969
850,-5.2271,0.91722,-2.2987,5.63
851,7.5403,-0.92544,0.83292,0.65005
852,3.3583,-3.5646,-1.6386,-1.7302
853,4.5502,-2.7254,2.1943,-4.976
854,5.8746,-0.30087,5.8862,-2.8167
855,-2.2122,0.099985,-0.87874,-0.051701
856,-6.0817,-1.0147,-3.9297,10.0958
857,6.8699,-0.73147,3.4669,-1.0568
858,7.8901,-0.48708,5.7867,-2.6196
859,4.1198,-4.1414,0.67886,-4.569
860,1.4608,1.9284,3.6244,1.3501
861,0.80277,1.1875,4.8265,1.6371
862,-1.3679,-0.40303,-0.45062,7.0858
863,3.2404,-2.7784,-0.23356,-3.0669
864,-0.64986,0.72326,-0.33729,7.6659
865,2.8596,0.57196,2.8237,0.19678
866,-6.897,-0.47156,-2.1241,5.5992
867,-4.1097,0.98963,3.1377,4.5701
868,-4.6063,-2.7099,-0.64472,8.347
869,5.5642,-0.16769,0.86736,1.6765
870,5.8249,-1.4944,3.1452,-0.51439
871,-0.35809,0.99868,5.0617,0.44698
872,10.8802,-4.3237,-1.2537,1.931
873,3.6873,-3.8918,-2.0149,-1.9385
874,-6.6259,1.8198,-2.9915,8.6521
875,2.2637,-0.11855,0.88992,-3.1046
876,-0.46156,0.90946,0.20977,7.7267
877,-6.9591,1.5289,-2.5373,8.8054
878,10.4642,-4.3379,5.591,-4.3839
879,10.3566,-3.6991,3.3583,-3.7301
880,-1.0554,0.77757,-2.5919,3.8949
881,3.0645,0.58619,2.6719,0.37158
882,7.6397,-1.1698,4.0715,-2.0824
883,3.8467,-1.175,-2.0285,-0.63435
884,3.3107,-4.012,0.33325,-4.5081
885,0.070246,-0.50648,-1.5055,6.8681
886,8.995,-4.0327,3.8197,-4.383
887,-0.99336,0.88619,0.31803,1.0947
888,-9.8809,-1.0806,-1.5572,8.1088
889,12.1176,-7.7581,-2.2623,0.28846
890,4.9869,-6.3913,0.26877,-5.1508
891,4.3019,0.33791,3.6667,0.55923
892,-0.7078,0.71808,-3.38,2.5325
893,0.22958,-0.3332,-3.5933,0.7126
894,-0.84851,0.097399,-1.8629,2.5377
895,0.73242,0.03533,0.26637,-0.67891
896,2.6962,-1.3121,-0.9607,-3.1226
897,1.8126,0.70127,-1.1391,6.9144
898,-4.2007,0.16981,2.7161,4.1914
899,10.3877,-3.9151,0.66018,-1.4029
900,-0.78437,0.76205,-2.3898,3.0141
901,1.7236,-0.77027,-0.60254,-2.1501
902,6.276,-2.4746,0.11739,-1.5495
903,-8.509,-0.95518,-3.7181,12.363
904,9.0861,-1.0224,2.8033,-3.3668
905,5.8394,0.066365,0.96441,2.3235
906,3.8156,-3.8194,-3.8952,-0.31304
907,10.8305,-3.0901,-1.8411,2.769
908,8.666,-0.44699,3.6216,-2.8073
909,10.2677,-5.8638,-1.3,-2.953
910,0.99935,0.097399,0.6005,-2.2126
911,-0.82368,0.74524,0.37637,0.78543
912,-8.7904,-0.45475,-1.7101,7.9735
913,2.6217,0.40257,2.5581,1.8513
914,3.4183,-0.066824,3.2692,0.20706
915,0.40961,1.1952,3.2414,1.4015
916,3.7411,-4.2526,-0.071503,-4.5415
917,8.3846,-0.90345,1.1811,-2.0567
918,0.60412,-0.059065,-0.11716,-0.38587
919,2.4727,0.21636,0.95626,4.4578
920,0.929,0.6767,3.9382,0.78543
921,-0.63331,0.36507,0.46901,7.3848
922,7.5031,-7.5034,-5.0301,-0.13396
923,6.9858,-0.35001,4.7965,-1.9967
924,9.8021,-3.7133,3.359,-3.8209
925,7.7949,-0.92544,5.681,-2.6848
926,8.6888,-0.7819,3.2051,-2.9033
927,0.23165,1.1823,4.0329,0.89082
928,10.2242,-4.0159,0.49571,-1.097
929,2.9983,-1.6185,-1.0112,-1.1664
930,0.68896,1.2095,4.9249,0.77344
931,7.7556,-3.0771,1.9265,-0.16823
932,-1.6038,0.75558,-0.048008,8.4756
933,12.5025,-7.5487,-1.3885,0.69118
934,-1.1506,0.57843,-0.1269,-0.95138
935,3.5446,-2.8483,-2.4941,-1.3721
936,6.5988,-0.56466,0.38478,-0.3336
937,-9.2829,-1.7168,-1.7322,7.719
938,10.1538,-4.2228,3.8481,-3.8561
939,9.322,-4.3793,-0.2361,2.1307
940,-0.89818,0.69222,0.3223,8.0883
941,-13.4587,-2.7771,-3.7503,17.5932
942,-6.8267,0.59007,-2.7083,7.5339
943,3.1928,0.29653,4.5679,-2.1055
944,-9.0408,-0.98233,-2.8267,9.0694
945,3.2714,-3.2608,-1.2846,-1.7671
946,2.2947,0.35084,3.0329,2.1135
947,6.5078,-0.87242,0.1848,2.0133
948,4.2854,-2.9013,1.296,-4.8457
949,4.2067,-2.3931,1.6799,-4.5398
950,9.8869,-4.3664,3.6894,-4.0788
951,3.4018,-3.5569,-0.77848,-3.4859
952,-2.6384,0.10645,3.866,1.9242
953,1.9678,-2.1125,-2.799,-0.42357
954,-5.8396,0.68705,-1.1022,4.5641
955,10.2677,-5.8638,-1.3,-2.953
956,8.933,-1.1272,1.1588,-2.0807
957,2.3258,0.54998,0.68087,4.9085
958,-0.8092,-0.67975,2.1752,5.1022
959,0.8545,0.027572,-1.7781,7.1303
960,-2.2122,0.27972,-1.5621,4.2591
961,-6.5721,-0.16381,-3.5895,10.5251
962,7.739,-2.5405,3.2294,-0.37816
963,-3.7972,-0.2957,0.9297,4.6429
964,-8.4986,1.2379,-1.6514,9.1122
965,6.8161,0.76076,4.2188,-1.2804
966,1.5519,1.031,-1.3389,7.0806
967,5.2186,0.5461,6.8248,-2.5425
968,1.1814,-0.82716,-2.1059,-0.53324
969,8.5233,-3.9306,0.040498,1.4461
970,-6.5411,-0.033204,-1.239,4.8151
971,3.706,0.35214,3.8644,0.70403
972,11.4037,-5.5793,-2.7419,2.5394
973,6.6899,-0.38751,3.4893,-1.2042
974,3.8963,-1.1672,-2.8829,-0.1888
975,11.4534,-3.9629,-2.7143,2.1092
976,-12.2378,-2.1603,-3.0061,11.9552
977,-6.1604,0.48533,-1.9116,5.606
978,6.4478,-6.6176,-6.3979,1.0836
979,3.0728,-2.9155,-0.28015,-3.3857
980,7.6293,-3.2233,0.56953,1.5754
981,5.7918,-1.5759,2.6213,0.065686
982,2.5161,-0.30993,-3.7747,0.83341
983,-3.073,1.2741,4.3848,3.0423
984,-8.4386,0.96894,-1.4454,8.8483
985,-0.0249,-0.5621,0.5706,1.2421
986,-0.38913,1.9103,-1.6029,1.62
987,7.5859,-1.6677,2.6415,-0.28562
988,11.0271,-4.1013,5.2423,-4.353
989,7.3272,-1.4543,-0.53966,0.46583
990,11.2195,-4.0819,4.1605,-3.6136
991,0.11784,0.59524,0.15423,-1.6823
992,-6.3011,0.19567,-1.8387,5.6506
993,-5.1009,1.3866,-0.93587,4.5367
994,2.9569,-3.1457,-0.70346,-3.5947
995,-1.4093,0.36507,-2.0336,1.1582
996,3.2321,-3.1004,-0.77995,-3.282
997,7.6583,-2.9155,-5.8818,0.5558
998,-5.1464,-1.1181,-5.2943,10.3332
999,0.66827,1.0271,1.4378,-2.0267
1000,-5.0326,-0.57889,2.7365,6.6608
1001,0.14267,-0.48579,-1.4781,-1.1622
1002,-5.3119,-1.0612,-5.1216,10.3846
1003,2.0174,0.93532,-1.7344,7.7618
1004,-13.287,-2.6271,-2.9672,13.4727
1005,9.1813,-1.7375,1.5478,-1.6326
1006,0.9828,0.63403,3.6277,0.68861
1007,10.1373,-5.4707,-2.6479,-1.331
1008,2.5989,0.20085,2.5367,2.0938
1009,1.467,-1.1724,-2.2173,-0.72689
1010,3.5218,-3.8608,-3.8552,-0.38415
1011,-3.5944,0.26809,4.0026,3.5573
1012,6.9382,0.66377,1.9647,0.57722
1013,9.2847,-6.7844,-6.3364,0.014275
1014,0.89382,-0.56854,-0.49241,-1.6283
1015,6.8782,-2.2224,2.1265,0.44784
1016,-3.5841,0.74912,4.3365,3.6884
1017,10.8222,-4.837,-2.0759,2.6439
1018,9.8186,-3.2258,6.5633,-4.4113
1019,4.9227,0.22024,1.3087,2.0013
1020,-9.9533,-1.8733,-2.3299,8.4756
1021,4.0536,-4.0327,-2.9146,-0.45699
1022,0.71586,1.9375,3.5288,1.9507
1023,4.3681,0.75429,1.762,2.1384
1024,0.81312,0.77627,3.6289,1.6277
1025,-4.4553,-0.9888,0.3292,4.5718
1026,3.5135,-0.40691,2.5678,0.61406
1027,6.1188,0.49826,1.3349,0.46497
1028,8.2273,-1.5875,4.5447,-2.4166
1029,3.3376,-1.6741,0.91315,-4.0557
1030,-6.7749,-0.54139,1.8238,8.3873
1031,8.0101,-3.2207,-6.3679,0.4247
1032,10.7539,-4.1685,2.6648,-3.3994
1033,3.379,-2.6621,-2.1802,-1.2256
1034,-9.3305,-0.79871,-2.3221,9.233
1035,-3.6979,1.3051,3.7522,3.9943
1036,-0.17807,0.15429,-0.24811,4.9068
1037,3.3356,-1.9573,-1.1188,-1.3455
1038,2.7396,-2.234,-1.7582,-2.5323
1039,-6.0238,0.29524,-1.7263,5.2419
1040,3.1038,1.5651,5.4021,-1.1536
1041,8.455,-2.0815,1.0135,-1.672
1042,4.96,-5.4719,-4.3967,-0.64892
1043,7.1741,-0.75734,-0.023579,0.78457
1044,-6.6363,-0.89182,-3.0866,10.5405
1045,6.6423,-1.0573,0.77805,-1.1425
1046,11.1699,-4.0728,0.74307,-1.3824
1047,5.1814,-0.42113,0.65497,1.0673
1048,-0.16772,-0.20906,-2.1405,1.321
1049,0.79449,1.0077,3.744,0.95851
1050,0.48203,1.225,1.6472,4.7449
1051,0.65171,-0.52716,-0.82053,-0.48869
1052,0.80898,0.60817,-1.6162,8.1628
1053,-0.56088,0.453,-0.048008,7.7215
1054,-7.3626,-0.66811,-2.5526,6.9255
1055,7.7762,-2.9634,1.8664,-0.23849
1056,1.7484,-1.4181,-1.2244,-1.4801
1057,3.5115,1.0129,5.2032,-1.2538
1058,1.0014,-0.0060486,0.56232,-2.2726
1059,0.80484,-0.19225,-0.83535,-1.6411
1060,4.0722,-2.1151,-3.9204,-0.23678
1061,6.8513,-0.5582,3.946,-1.5443
1062,-0.033218,0.55774,-0.8734,-0.20165
1063,9.1999,-4.6832,-7.0421,0.25933
1064,-1.8769,1.1319,-0.77461,2.4023
1065,-4.4863,-0.61251,2.2634,3.6558
1066,7.4555,-3.3021,2.2091,-1.3284
1067,2.4065,-0.59958,0.26517,-2.8416
1068,-0.52984,1.106,5.0429,0.50439
1069,6.0422,-2.053,1.9321,0.26019
1070,6.3464,-2.4099,1.5691,-0.1828
1071,7.4162,0.14007,3.8969,-1.8245
1072,9.1213,-5.1241,-1.4572,1.7425
1073,2.0837,-1.6767,-2.3142,-0.46813
1074,-0.0249,-0.5621,0.5706,1.2421
1075,-1.0472,0.49567,-0.38388,8.0514
1076,-2.9364,0.50084,4.068,2.1992
1077,-13.498,-3.3202,-4.0025,17.6772
1078,3.6811,-4.0133,-3.9698,-0.60008
1079,8.7985,-0.74182,1.2138,-2.1672
1080,-0.02701,-0.44958,-3.3203,2.9618
1081,-1.6907,0.51636,-1.2369,2.518
1082,7.2755,-0.5388,0.74841,1.1504
1083,8.7695,-3.937,-6.5084,0.23191
1084,4.1322,-2.5987,1.3403,-4.7018
1085,2.7851,-1.9276,-1.6936,-2.1835
1086,-12.4737,-1.3884,-4.211,14.9704
1087,4.8855,-6.2323,0.2952,-5.149
1088,6.7085,0.47886,3.5358,-0.81857
1089,7.41,-0.88406,2.9421,-0.97709
1090,3.0438,-2.7836,-0.36372,-3.4816
1091,1.0759,0.89394,2.9543,0.64577
1092,-3.0088,1.212,4.6352,2.6773
1093,10.5325,-4.206,4.6464,-4.5852
1094,1.3863,-0.43536,1.1518,5.2727
1095,3.2238,-3.4004,-3.6817,-0.69347
1096,-6.7191,0.099985,-2.0066,9.0162
1097,1.107,-0.062945,0.83625,-2.4706
1098,8.3515,-1.2823,4.9852,-2.5425
1099,-7.8323,0.47498,-3.8894,9.8208
1100,3.2135,-2.7965,-0.55648,-3.3085
1101,-4.4553,-0.9888,0.3292,4.5718
1102,8.2067,-1.4336,4.3064,-2.7824
1103,7.4265,-2.9595,0.58982,1.2353
1104,-1.6059,0.16464,-2.659,1.3647
1105,1.3491,-0.55949,0.40614,-1.4501
1106,-1.5148,0.44524,-2.0631,1.219
1107,-1.8625,0.55127,-1.4375,4.026
1108,1.2828,1.7991,3.5257,1.9276
1109,-9.107,-0.28406,-2.2083,8.9991
1110,-0.033218,-0.2776,2.2596,4.7355
1111,3.1783,-3.1896,-0.28696,-3.5767
1112,9.2206,-6.8103,-0.2062,-3.7044
1113,9.7938,-4.4582,3.8496,-4.1508
1114,3.6273,0.48921,1.4884,3.308
1115,3.168,0.18662,2.6606,1.9619
1116,3.2963,-0.11984,1.3234,0.2362
1117,11.2961,-4.3457,4.2586,-4.0943
1118,9.2951,-6.3694,-6.0598,-0.43642
1119,4.7737,-5.5909,0.89512,-4.8431
1120,6.814,-0.17156,0.87603,0.84198
1121,-5.3037,-0.70432,4.3398,3.8803
1122,-0.0249,-0.5621,0.5706,1.2421
1123,-0.76781,0.64179,-0.10648,7.7575
1124,6.8368,-0.55691,0.33565,0.69718
1125,3.1638,-0.1651,3.4985,0.22677
1126,0.65999,-0.43277,0.88298,6.0096
1127,6.3484,-0.58665,2.8297,-0.73546
1128,-3.6793,1.6297,4.1425,3.8281
1129,-8.2151,0.98187,-3.3884,10.3315
1130,-2.4853,0.7155,4.2406,1.608
1131,6.7954,0.4905,2.108,-0.1708
1132,-4.9519,-0.41596,2.5503,6.3729
1133,2.9652,-0.056479,2.4527,0.20021
1134,3.1121,0.4336,3.1088,0.80857
1135,0.57308,0.44007,0.24261,-1.9402
1136,3.9212,-3.6371,-2.7264,-0.49212
1137,-0.070465,1.1319,4.4072,2.0416
1138,8.0763,-1.7155,5.0214,-3.0515
1139,6.9175,-1.5759,1.7819,-1.2744
1140,1.227,-1.091,-2.0441,0.18564
1141,-4.1428,-0.40173,2.2429,5.2333
1142,-0.14703,0.29136,3.4246,0.80342
1143,-2.8019,0.99739,-0.65767,3.7115
1144,-2.1522,1.1047,3.8905,2.6302
1145,-4.0725,1.5418,3.4667,4.2882
1146,-2.9157,0.30817,3.9292,2.2129
1147,-1.1175,-0.26079,1.7939,1.5454
1148,8.2025,-1.0341,5.032,-2.6256
1149,-4.4491,0.15429,3.4626,3.5427
1150,9.9945,-3.3642,5.3915,-3.8081
1151,5.6801,0.026279,4.0524,-1.9693
1152,1.6532,-0.78061,-0.8734,-2.1964
1153,7.6169,-0.96164,4.2969,-2.3874
1154,-4.4553,-0.9888,0.3292,4.5718
1155,5.3448,-0.19355,0.88872,2.045
1156,-13.0366,-0.66165,-3.1423,15.6773
1157,9.6717,-3.1625,4.3684,-3.9606
1158,-2.6529,0.94437,4.2756,2.1375
1159,10.9071,-4.4271,4.4069,-4.5775
1160,-6.8122,1.3323,-1.682,7.1398
1161,0.13853,0.0081754,-0.0012852,-0.19651
1162,0.25855,0.96118,0.518,-0.84085
1163,-6.8411,0.68058,-1.7279,8.9494
1164,10.5884,-4.3133,3.9364,-3.725
1165,6.0318,-0.46122,0.5415,1.6825
1166,2.2906,0.83058,4.4682,0.95766
1167,-0.0249,-0.5621,0.5706,1.2421
1168,8.188,-2.5276,-0.278,-3.1338
1169,-9.136,-0.65259,-2.4115,9.3444
1170,10.1476,-4.0728,4.0127,-3.9366
1171,10.1807,-4.3366,5.7456,-4.7857
1172,3.5177,0.81119,2.5989,0.7623
1173,0.62895,0.75817,0.0040545,-0.64121
1174,0.039207,-0.30346,1.5099,6.2332
1175,-1.3782,-0.021566,-1.3907,2.3055
1176,2.4706,0.37671,1.8799,2.4931
1177,5.8208,-0.64613,0.76163,1.1959
